Datetime,CO(GT),NMHC(GT),C6H6(GT),NOx(GT),NO2(GT),T,RH,AH,hour,weekday,month,is_weekend
2004-03-21 06:00:00,0.7,469.15533980582524,2.1,24.0,36.0,14.5,63.0,1.0316,6,6,3,1
2004-03-21 07:00:00,0.8,468.62135922330094,3.6,72.0,62.0,14.2,66.2,1.063,7,6,3,1
2004-03-21 08:00:00,1.2,468.0873786407767,4.4,122.0,91.0,14.5,65.3,1.0704,8,6,3,1
2004-03-21 09:00:00,1.4,467.5533980582524,5.4,111.0,89.0,15.3,62.1,1.073,9,6,3,1
2004-03-21 10:00:00,1.7,467.0194174757282,7.1,123.0,93.0,16.3,59.0,1.0868,10,6,3,1
2004-03-21 11:00:00,1.8,466.4854368932039,7.3,106.0,81.0,18.9,49.6,1.07,11,6,3,1
2004-03-21 12:00:00,1.8,465.9514563106796,7.6,103.0,82.0,19.4,46.1,1.0249,12,6,3,1
2004-03-21 13:00:00,1.9,465.41747572815535,6.8,102.0,80.0,20.8,41.6,1.0091,13,6,3,1
2004-03-21 14:00:00,1.3,464.88349514563106,4.6,48.0,48.0,21.4,40.3,1.0126,14,6,3,1
2004-03-21 15:00:00,1.6,464.3495145631068,8.4,63.0,61.0,21.2,39.3,0.9791,15,6,3,1
2004-03-21 16:00:00,1.9,463.81553398058253,6.9,98.0,89.0,20.3,38.0,0.8942,16,6,3,1
2004-03-21 17:00:00,2.3,463.28155339805824,9.0,132.0,105.0,19.4,41.3,0.9206,17,6,3,1
2004-03-21 18:00:00,3.8,462.747572815534,15.1,173.0,116.0,18.5,43.8,0.9252,18,6,3,1
2004-03-21 19:00:00,3.5,462.2135922330097,12.6,185.0,119.0,17.8,48.1,0.9689,19,6,3,1
2004-03-21 20:00:00,4.3,461.6796116504854,15.1,266.0,144.0,17.9,46.9,0.952,20,6,3,1
2004-03-21 21:00:00,2.8,461.1456310679612,9.9,188.0,123.0,17.4,49.1,0.9688,21,6,3,1
2004-03-21 22:00:00,1.9,460.6116504854369,8.0,122.0,105.0,17.0,51.7,0.9914,22,6,3,1
2004-03-21 23:00:00,1.9,460.0776699029126,7.9,112.0,93.0,16.4,55.1,1.0198,23,6,3,1
2004-03-22 00:00:00,1.7,459.54368932038835,6.1,93.0,86.0,16.1,60.0,1.0919,0,0,3,0
2004-03-22 01:00:00,1.5,459.00970873786406,5.1,74.0,76.0,15.8,60.5,1.0805,1,0,3,0
2004-03-22 02:00:00,0.6,458.4757281553398,1.7,23.0,33.0,16.3,57.0,1.0491,2,0,3,0
2004-03-22 03:00:00,0.4,457.94174757281553,0.7,20.0,30.0,16.9,53.9,1.0309,3,0,3,0
2004-03-22 04:00:00,0.35,457.4077669902913,0.8,17.0,27.0,16.1,55.9,1.0153,4,0,3,0
2004-03-22 05:00:00,0.3,456.873786407767,0.7,15.0,23.0,16.5,53.9,1.0049,5,0,3,0
2004-03-22 06:00:00,0.6,456.3398058252427,2.0,41.0,46.0,16.4,54.0,0.9979,6,0,3,0
2004-03-22 07:00:00,1.2,455.80582524271847,5.1,86.0,76.0,15.7,57.6,1.0195,7,0,3,0
2004-03-22 08:00:00,3.6,455.2718446601942,17.7,226.0,116.0,15.8,53.7,0.9571,8,0,3,0
2004-03-22 09:00:00,3.7,454.7378640776699,18.4,214.0,115.0,17.4,42.1,0.8281,9,0,3,0
2004-03-22 10:00:00,1.8,454.20388349514565,6.9,115.0,83.0,17.9,38.4,0.7793,10,0,3,0
2004-03-22 11:00:00,1.6,453.66990291262135,7.3,124.0,87.0,18.5,36.7,0.7764,11,0,3,0
2004-03-22 12:00:00,1.9,453.13592233009706,9.6,122.0,90.0,21.0,29.6,0.7263,12,0,3,0
2004-03-22 13:00:00,2.0,452.6019417475728,10.4,107.0,87.0,21.3,28.1,0.7067,13,0,3,0
2004-03-22 14:00:00,2.2,452.06796116504853,11.2,133.0,99.0,21.3,26.1,0.6539,14,0,3,0
2004-03-22 15:00:00,2.1,451.5339805825243,10.7,130.0,99.0,21.3,26.8,0.6681,15,0,3,0
2004-03-22 16:00:00,2.3,451.0,11.6,150.0,101.0,21.3,24.2,0.606,16,0,3,0
2004-03-22 17:00:00,2.6,185.0,12.4,138.0,103.0,20.2,28.5,0.6682,17,0,3,0
2004-03-22 18:00:00,3.8,426.0,18.3,213.0,129.0,17.0,43.1,0.8264,18,0,3,0
2004-03-22 19:00:00,4.4,672.0,21.0,232.0,143.0,15.6,47.4,0.8347,19,0,3,0
2004-03-22 20:00:00,4.5,624.0,21.0,238.0,146.0,15.3,47.4,0.8178,20,0,3,0
2004-03-22 21:00:00,3.3,325.0,14.5,180.0,124.0,14.5,49.7,0.8177,21,0,3,0
2004-03-22 22:00:00,2.0,143.0,8.4,128.0,113.0,13.9,52.0,0.8231,22,0,3,0
2004-03-22 23:00:00,1.1,89.0,4.3,65.0,80.0,14.5,49.4,0.8106,23,0,3,0
2004-03-23 00:00:00,0.9,73.0,3.8,53.0,72.0,13.8,51.4,0.8071,0,1,3,0
2004-03-23 01:00:00,0.8,48.0,2.7,47.0,64.0,14.0,51.3,0.8163,1,1,3,0
2004-03-23 02:00:00,0.7,47.0,2.5,51.0,70.0,13.0,56.8,0.8444,2,1,3,0
2004-03-23 03:00:00,0.5,36.0,1.2,35.5,50.5,11.0,70.0,0.9215,3,1,3,0
2004-03-23 04:00:00,0.4,25.0,0.8,20.0,31.0,10.1,76.8,0.9483,4,1,3,0
2004-03-23 05:00:00,0.3,19.0,0.6,13.0,22.0,8.8,80.5,0.9147,5,1,3,0
2004-03-23 06:00:00,0.5,26.0,1.8,33.0,47.0,9.6,75.4,0.9004,6,1,3,0
2004-03-23 07:00:00,1.1,60.0,4.6,103.0,88.0,9.8,75.0,0.9093,7,1,3,0
2004-03-23 08:00:00,3.0,248.0,14.2,224.0,130.0,10.0,74.2,0.9117,8,1,3,0
2004-03-23 09:00:00,3.8,535.0,21.0,244.0,132.0,11.2,69.7,0.9232,9,1,3,0
2004-03-23 10:00:00,3.4,340.0,16.2,237.0,132.0,12.0,62.9,0.8803,10,1,3,0
2004-03-23 11:00:00,3.0,325.0,15.5,220.0,131.0,12.8,55.8,0.821,11,1,3,0
2004-03-23 12:00:00,2.7,267.0,13.4,207.0,129.0,13.1,54.8,0.8234,12,1,3,0
2004-03-23 13:00:00,3.5,325.0,16.9,208.0,132.0,13.8,53.4,0.8351,13,1,3,0
2004-03-23 14:00:00,2.8,268.0,12.4,160.0,110.0,16.0,42.4,0.7674,14,1,3,0
2004-03-23 15:00:00,1.9,136.0,10.1,131.0,99.0,14.1,49.8,0.7971,15,1,3,0
2004-03-23 16:00:00,2.0,118.0,8.7,128.0,100.0,12.0,61.1,0.8537,16,1,3,0
2004-03-23 17:00:00,3.0,276.0,13.8,176.0,122.0,13.6,54.6,0.8465,17,1,3,0
2004-03-23 18:00:00,1.9,151.0,9.3,107.0,97.0,13.7,49.5,0.7695,18,1,3,0
2004-03-23 19:00:00,2.7,236.0,13.0,131.0,112.0,11.7,57.1,0.7822,19,1,3,0
2004-03-23 20:00:00,3.3,220.0,14.3,166.0,128.0,11.5,58.2,0.7867,20,1,3,0
2004-03-23 21:00:00,1.7,87.0,7.6,89.0,101.0,12.6,54.2,0.7881,21,1,3,0
2004-03-23 22:00:00,1.3,81.0,5.3,81.0,96.0,12.0,54.9,0.7664,22,1,3,0
2004-03-23 23:00:00,1.3,74.0,5.4,78.0,86.0,11.0,61.4,0.8057,23,1,3,0
2004-03-24 00:00:00,1.2,55.0,4.9,70.0,85.0,11.1,62.2,0.8199,0,2,3,0
2004-03-24 01:00:00,1.1,74.0,4.6,76.0,79.0,10.8,62.5,0.8082,1,2,3,0
2004-03-24 02:00:00,0.9,35.0,2.7,43.0,61.0,11.3,60.0,0.8025,2,2,3,0
2004-03-24 03:00:00,0.6,29.0,1.6,43.5,63.5,10.6,61.6,0.7856,3,2,3,0
2004-03-24 04:00:00,0.6,29.0,1.7,44.0,66.0,10.2,62.7,0.7813,4,2,3,0
2004-03-24 05:00:00,0.6,20.0,1.2,34.0,54.0,10.9,58.6,0.7628,5,2,3,0
2004-03-24 06:00:00,0.8,32.0,1.7,43.0,57.0,10.8,57.2,0.7382,6,2,3,0
2004-03-24 07:00:00,1.2,84.0,4.8,79.0,75.0,10.4,59.2,0.7455,7,2,3,0
2004-03-24 08:00:00,3.1,245.0,13.8,174.0,97.0,11.0,57.3,0.7501,8,2,3,0
2004-03-24 09:00:00,4.4,553.0,23.7,235.0,110.0,11.2,56.9,0.7565,9,2,3,0
2004-03-24 10:00:00,3.4,450.0,14.2,218.0,113.0,12.1,54.9,0.7734,10,2,3,0
2004-03-24 11:00:00,1.7,118.0,8.0,136.0,88.0,15.1,44.3,0.7535,11,2,3,0
2004-03-24 12:00:00,1.5,118.0,6.7,117.0,85.0,15.6,40.6,0.7146,12,2,3,0
2004-03-24 13:00:00,1.7,144.0,8.7,119.0,96.0,16.9,34.6,0.6597,13,2,3,0
2004-03-24 14:00:00,2.2,159.0,10.8,126.0,106.0,16.6,35.6,0.6697,14,2,3,0
2004-03-24 15:00:00,2.45,122.0,6.7,100.0,91.0,11.3,63.9,0.8554,15,2,3,0
2004-03-24 16:00:00,2.7,230.0,11.4,197.0,126.0,9.6,81.1,0.972,16,2,3,0
2004-03-24 17:00:00,2.8,320.0,13.4,195.0,130.0,11.7,69.1,0.9497,17,2,3,0
2004-03-24 18:00:00,2.7,263.0,12.0,156.0,111.0,10.7,68.5,0.8794,18,2,3,0
2004-03-24 19:00:00,4.5,556.0,20.2,247.0,134.0,10.7,67.3,0.8643,19,2,3,0
2004-03-24 20:00:00,3.5,458.0,14.4,190.0,136.0,10.8,65.7,0.8486,20,2,3,0
2004-03-24 21:00:00,2.6,214.0,9.4,169.0,125.0,10.3,66.3,0.8336,21,2,3,0
2004-03-24 22:00:00,1.7,97.0,5.9,118.0,108.0,10.1,66.9,0.8248,22,2,3,0
2004-03-24 23:00:00,1.3,79.0,4.5,81.0,87.0,10.4,61.1,0.7717,23,2,3,0
2004-03-25 00:00:00,1.3,81.0,4.5,80.0,89.0,10.3,59.9,0.7516,0,3,3,0
2004-03-25 01:00:00,1.0,52.0,2.5,42.0,58.0,11.0,58.4,0.7686,1,3,3,0
2004-03-25 02:00:00,0.7,38.0,1.8,38.0,54.0,9.1,68.1,0.789,2,3,3,0
2004-03-25 03:00:00,0.7,35.0,1.4,28.0,41.0,9.5,68.2,0.8091,3,3,3,0
2004-03-25 04:00:00,0.5,29.0,0.9,18.0,28.0,9.3,72.3,0.8496,4,3,3,0
2004-03-25 05:00:00,0.5,21.0,0.6,12.0,20.0,9.9,66.8,0.8152,5,3,3,0
2004-03-25 06:00:00,0.6,46.0,1.4,43.0,51.0,7.6,83.2,0.8695,6,3,3,0
2004-03-25 07:00:00,1.1,55.0,3.8,84.0,82.0,8.1,79.0,0.8544,7,3,3,0
2004-03-25 08:00:00,2.7,271.0,11.6,184.0,112.0,8.7,74.6,0.8429,8,3,3,0
2004-03-25 09:00:00,3.5,434.0,17.8,202.0,119.0,8.6,75.1,0.8415,9,3,3,0
2004-03-25 10:00:00,2.3,300.0,8.8,133.0,99.0,9.7,69.7,0.8389,10,3,3,0
2004-03-25 11:00:00,1.6,116.0,6.8,130.0,98.0,11.0,64.4,0.8447,11,3,3,0
2004-03-25 12:00:00,1.3,95.0,5.9,106.0,88.0,13.6,53.0,0.8209,12,3,3,0
2004-03-25 13:00:00,2.0,211.0,8.9,132.0,96.0,14.2,48.4,0.778,13,3,3,0
2004-03-25 14:00:00,1.9,168.0,8.2,106.0,81.0,14.2,46.3,0.7438,14,3,3,0
2004-03-25 15:00:00,1.9,154.0,8.6,125.0,92.0,16.0,41.3,0.7462,15,3,3,0
2004-03-25 16:00:00,2.2,267.0,10.1,138.0,105.0,17.7,35.4,0.7094,16,3,3,0
2004-03-25 17:00:00,2.0,143.0,9.4,120.0,88.0,17.1,37.4,0.7225,17,3,3,0
2004-03-25 18:00:00,2.9,374.0,14.6,158.0,103.0,14.9,40.5,0.6835,18,3,3,0
2004-03-25 19:00:00,5.2,797.0,24.6,253.0,141.0,13.4,47.8,0.7293,19,3,3,0
2004-03-25 20:00:00,4.6,698.0,21.6,231.0,133.0,12.6,52.5,0.7642,20,3,3,0
2004-03-25 21:00:00,2.5,234.0,10.3,150.0,119.0,12.2,53.2,0.7555,21,3,3,0
2004-03-25 22:00:00,1.5,104.0,5.7,99.0,106.0,10.6,56.1,0.714,22,3,3,0
2004-03-25 23:00:00,1.2,67.0,4.5,75.0,92.0,9.9,59.5,0.7276,23,3,3,0
2004-03-26 00:00:00,1.7,88.0,5.5,93.0,97.0,9.6,61.1,0.7323,0,4,3,0
2004-03-26 01:00:00,1.4,79.0,4.8,79.0,91.0,9.7,61.6,0.7425,1,4,3,0
2004-03-26 02:00:00,1.2,61.0,3.6,67.0,83.0,9.4,62.6,0.7398,2,4,3,0
2004-03-26 03:00:00,0.6,43.0,1.7,56.0,71.0,8.2,68.5,0.7455,3,4,3,0
2004-03-26 04:00:00,0.7,40.0,2.2,45.0,59.0,8.0,69.4,0.7459,4,4,3,0
2004-03-26 05:00:00,0.8,52.0,3.0,72.0,73.0,7.7,72.4,0.7655,5,4,3,0
2004-03-26 06:00:00,0.9,64.0,4.0,103.0,78.0,8.0,71.8,0.7711,6,4,3,0
2004-03-26 07:00:00,1.6,88.0,6.7,132.0,90.0,8.5,66.3,0.7375,7,4,3,0
2004-03-26 08:00:00,3.4,375.0,16.7,239.0,110.0,9.8,59.6,0.7214,8,4,3,0
2004-03-26 09:00:00,3.8,592.0,19.3,275.0,114.0,11.2,57.0,0.7544,9,4,3,0
2004-03-26 10:00:00,3.1,357.0,14.8,232.0,119.0,14.8,44.1,0.7407,10,4,3,0
2004-03-26 11:00:00,2.7,296.0,13.4,180.0,121.0,16.8,35.3,0.6729,11,4,3,0
2004-03-26 12:00:00,2.0,181.0,11.0,112.0,97.0,19.2,27.1,0.5976,12,4,3,0
2004-03-26 13:00:00,2.3,211.0,12.5,116.0,99.0,19.1,26.2,0.5741,13,4,3,0
2004-03-26 14:00:00,1.9,199.0,8.4,103.0,85.0,16.3,30.8,0.5683,14,4,3,0
2004-03-26 15:00:00,1.3,81.0,5.3,89.0,75.0,14.2,36.8,0.5922,15,4,3,0
2004-03-26 16:00:00,1.9,143.0,8.8,112.0,87.0,13.4,41.0,0.6292,16,4,3,0
2004-03-26 17:00:00,2.3,247.0,11.2,127.0,102.0,14.2,43.3,0.6982,17,4,3,0
2004-03-26 18:00:00,2.4,239.0,11.6,125.0,105.0,12.1,45.6,0.6403,18,4,3,0
2004-03-26 19:00:00,2.7,267.0,12.4,120.0,98.0,10.4,48.0,0.6046,19,4,3,0
2004-03-26 20:00:00,2.6,261.0,10.6,120.0,93.0,10.0,51.1,0.628,20,4,3,0
2004-03-26 21:00:00,1.5,97.0,6.0,99.0,91.0,9.8,50.8,0.6172,21,4,3,0
2004-03-26 22:00:00,1.2,66.0,4.6,79.0,85.0,9.7,50.4,0.6063,22,4,3,0
2004-03-26 23:00:00,1.1,60.0,4.1,66.0,74.0,9.9,50.2,0.6103,23,4,3,0
2004-03-27 00:00:00,1.5,77.0,5.2,94.0,87.0,9.4,53.4,0.63,0,5,3,1
2004-03-27 01:00:00,1.0,57.0,3.2,70.0,79.0,8.6,57.8,0.6488,1,5,3,1
2004-03-27 02:00:00,1.2,65.0,4.5,75.0,78.0,8.1,62.1,0.6746,2,5,3,1
2004-03-27 03:00:00,1.1,59.0,3.8,66.0,70.5,7.9,63.5,0.6777,3,5,3,1
2004-03-27 04:00:00,0.9500000000000001,48.0,3.8,57.0,63.0,7.4,64.8,0.6683,4,5,3,1
2004-03-27 05:00:00,0.8,27.0,1.9,32.0,48.0,8.2,58.9,0.6444,5,5,3,1
2004-03-27 06:00:00,0.9,25.0,2.4,54.0,59.0,6.3,66.6,0.641,6,5,3,1
2004-03-27 07:00:00,1.1,42.0,3.3,68.0,65.0,7.2,62.9,0.6396,7,5,3,1
2004-03-27 08:00:00,1.5,78.0,6.7,98.0,71.0,7.2,63.9,0.65,8,5,3,1
2004-03-27 09:00:00,1.8,128.0,8.5,128.0,84.0,11.1,50.5,0.6654,9,5,3,1
2004-03-27 10:00:00,2.1,184.0,9.7,129.0,93.0,15.5,36.1,0.6313,10,5,3,1
2004-03-27 11:00:00,2.1,156.0,9.4,130.0,99.0,17.8,29.2,0.592,11,5,3,1
2004-03-27 12:00:00,1.9,176.0,9.0,111.0,93.0,17.6,30.1,0.6013,12,5,3,1
2004-03-27 13:00:00,2.1,232.0,10.0,106.0,96.0,19.1,26.8,0.5861,13,5,3,1
2004-03-27 14:00:00,2.5,305.0,12.6,137.0,114.0,17.7,28.6,0.5735,14,5,3,1
2004-03-27 15:00:00,1.9,150.0,7.6,113.0,101.0,17.8,28.4,0.5737,15,5,3,1
2004-03-27 16:00:00,2.2,188.0,11.8,122.0,108.0,18.7,26.0,0.5555,16,5,3,1
2004-03-27 17:00:00,2.3,221.0,11.2,137.0,117.0,17.1,31.3,0.6038,17,5,3,1
2004-03-27 18:00:00,2.7,219.0,12.4,165.0,125.0,15.8,36.1,0.644,18,5,3,1
2004-03-27 19:00:00,3.0,306.0,12.9,196.0,133.0,14.7,40.1,0.6657,19,5,3,1
2004-03-27 20:00:00,2.8,270.0,12.2,174.0,119.0,13.6,44.9,0.6991,20,5,3,1
2004-03-27 21:00:00,2.2,231.0,8.8,140.0,107.0,12.5,48.1,0.6946,21,5,3,1
2004-03-27 22:00:00,1.6,125.0,6.8,102.0,96.0,11.8,50.8,0.7042,22,5,3,1
2004-03-27 23:00:00,2.1,122.0,8.6,130.0,105.0,10.9,56.1,0.7326,23,5,3,1
2004-03-28 00:00:00,2.3,161.0,8.9,121.0,102.0,10.9,55.9,0.7277,0,6,3,1
2004-03-28 01:00:00,2.3,101.0,8.3,111.0,97.0,10.3,58.1,0.7278,1,6,3,1
2004-03-28 02:00:00,1.7,95.0,6.3,87.0,79.0,9.3,62.2,0.7294,2,6,3,1
2004-03-28 03:00:00,2.2,129.0,8.3,82.0,74.0,8.2,66.7,0.7276,3,6,3,1
2004-03-28 04:00:00,1.3,96.0,5.1,77.0,69.0,8.3,64.9,0.7124,4,6,3,1
2004-03-28 05:00:00,0.8,54.0,2.6,39.0,52.0,9.6,58.5,0.7,5,6,3,1
2004-03-28 06:00:00,1.1,63.0,3.6,77.0,62.0,7.7,66.4,0.699,6,6,3,1
2004-03-28 07:00:00,1.4,72.0,3.6,91.0,69.0,7.4,68.0,0.7043,7,6,3,1
2004-03-28 08:00:00,1.3,91.0,4.7,105.0,75.0,9.7,58.6,0.7035,8,6,3,1
2004-03-28 09:00:00,1.9,127.0,7.5,133.0,83.0,12.5,50.1,0.7242,9,6,3,1
2004-03-28 10:00:00,2.3,193.0,9.0,128.0,94.0,16.8,36.9,0.7018,10,6,3,1
2004-03-28 11:00:00,2.3,188.0,9.5,126.0,96.0,19.2,31.3,0.6887,11,6,3,1
2004-03-28 12:00:00,1.8,151.0,7.7,92.0,86.0,21.3,26.4,0.6607,12,6,3,1
2004-03-28 13:00:00,1.4,103.0,5.7,66.0,72.0,21.2,23.1,0.5768,13,6,3,1
2004-03-28 14:00:00,1.0,55.0,3.8,50.0,53.0,18.6,25.0,0.5319,14,6,3,1
2004-03-28 15:00:00,1.4,104.0,4.8,70.0,65.0,18.0,27.3,0.5594,15,6,3,1
2004-03-28 16:00:00,1.3,116.0,4.3,73.0,70.0,18.2,28.3,0.5848,16,6,3,1
2004-03-28 17:00:00,1.3,93.0,4.1,77.0,75.0,17.0,31.4,0.6048,17,6,3,1
2004-03-28 18:00:00,1.4,93.0,4.7,86.0,86.0,15.6,35.0,0.617,18,6,3,1
2004-03-28 19:00:00,1.9,155.0,6.2,93.0,94.0,14.1,40.2,0.6438,19,6,3,1
2004-03-28 20:00:00,1.8,115.0,5.5,105.0,103.0,13.4,43.2,0.6623,20,6,3,1
2004-03-28 21:00:00,1.1,75.0,3.3,67.0,81.0,12.3,46.8,0.6686,21,6,3,1
2004-03-28 22:00:00,1.1,65.0,3.2,63.0,80.0,11.9,46.5,0.6449,22,6,3,1
2004-03-28 23:00:00,1.1,57.0,2.9,63.0,77.0,11.5,46.6,0.6319,23,6,3,1
2004-03-29 00:00:00,0.9,40.0,2.2,46.0,58.0,10.6,48.0,0.6135,0,0,3,0
2004-03-29 01:00:00,0.6,27.0,1.3,21.0,31.0,10.7,45.8,0.5895,1,0,3,0
2004-03-29 02:00:00,0.5,23.0,1.1,22.0,38.0,10.4,46.6,0.5901,2,0,3,0
2004-03-29 03:00:00,0.7,28.0,1.3,30.5,48.5,10.1,47.8,0.5913,3,0,3,0
2004-03-29 04:00:00,0.6,21.0,1.2,39.0,59.0,11.3,46.9,0.628,4,0,3,0
2004-03-29 05:00:00,0.7,33.0,1.7,55.0,70.0,10.1,51.2,0.6341,5,0,3,0
2004-03-29 06:00:00,0.9,40.0,2.9,76.0,75.0,9.9,50.7,0.6167,6,0,3,0
2004-03-29 07:00:00,2.9,279.0,14.3,181.0,103.0,8.1,56.8,0.615,7,0,3,0
2004-03-29 08:00:00,4.1,743.0,19.7,259.0,134.0,10.9,44.1,0.5748,8,0,3,0
2004-03-29 09:00:00,1.5,147.0,5.5,118.0,98.0,11.8,37.6,0.5184,9,0,3,0
2004-03-29 10:00:00,1.5,97.0,5.6,119.0,97.0,13.9,33.2,0.5222,10,0,3,0
2004-03-29 11:00:00,1.5,118.0,5.8,123.0,98.0,15.6,30.1,0.5285,11,0,3,0
2004-03-29 12:00:00,1.4,91.0,5.5,92.0,78.0,16.5,29.0,0.5406,12,0,3,0
2004-03-29 13:00:00,1.6,146.0,6.5,91.0,83.0,17.5,27.9,0.5517,13,0,3,0
2004-03-29 14:00:00,1.5,139.0,5.5,103.0,92.0,17.9,26.8,0.5446,14,0,3,0
2004-03-29 15:00:00,1.4,155.0,5.2,102.0,81.0,18.2,26.1,0.5387,15,0,3,0
2004-03-29 16:00:00,1.5,128.0,5.8,94.0,90.0,18.0,27.1,0.5522,16,0,3,0
2004-03-29 17:00:00,1.9,166.0,7.9,98.0,95.0,17.0,28.9,0.5558,17,0,3,0
2004-03-29 18:00:00,2.5,299.0,10.2,126.0,114.0,16.1,31.3,0.568,18,0,3,0
2004-03-29 19:00:00,2.1,163.0,8.2,108.0,106.0,14.5,35.4,0.5839,19,0,3,0
2004-03-29 20:00:00,1.6,154.0,5.7,95.0,99.0,13.2,37.9,0.5733,20,0,3,0
2004-03-29 21:00:00,1.2,80.0,3.8,78.0,90.0,13.1,34.4,0.517,21,0,3,0
2004-03-29 22:00:00,1.1,58.0,4.0,61.0,82.0,13.5,28.5,0.4405,22,0,3,0
2004-03-29 23:00:00,1.0,55.0,2.8,55.0,74.0,12.4,31.9,0.4583,23,0,3,0
2004-03-30 00:00:00,1.0,33.0,2.6,57.0,76.0,13.1,26.8,0.4023,0,1,3,0
2004-03-30 01:00:00,0.7,33.0,1.8,41.0,66.0,11.6,33.6,0.4595,1,1,3,0
2004-03-30 02:00:00,0.7,32.0,1.7,46.0,73.0,10.5,42.9,0.5442,2,1,3,0
2004-03-30 03:00:00,0.8,25.0,1.4,43.5,71.0,11.7,38.7,0.5298,3,1,3,0
2004-03-30 04:00:00,0.75,29.0,1.3,41.0,69.0,12.2,37.2,0.5277,4,1,3,0
2004-03-30 05:00:00,0.7,26.0,2.3,52.0,71.0,12.9,33.9,0.5037,5,1,3,0
2004-03-30 06:00:00,1.1,86.0,5.3,111.0,98.0,11.3,40.3,0.5376,6,1,3,0
2004-03-30 07:00:00,2.6,294.0,13.4,191.0,115.0,11.9,38.4,0.5341,7,1,3,0
2004-03-30 08:00:00,4.0,664.0,23.8,244.0,130.0,13.3,35.6,0.5416,8,1,3,0
2004-03-30 09:00:00,4.2,695.0,21.5,283.0,150.0,16.3,28.8,0.5305,9,1,3,0
2004-03-30 10:00:00,4.7,735.0,21.0,320.0,159.0,17.9,28.2,0.5741,10,1,3,0
2004-03-30 11:00:00,3.9,649.0,18.4,249.0,146.0,18.3,26.6,0.5529,11,1,3,0
2004-03-30 12:00:00,3.7,586.0,18.9,219.0,138.0,20.8,22.5,0.5463,12,1,3,0
2004-03-30 13:00:00,3.4,546.0,17.1,200.0,128.0,22.4,20.0,0.5352,13,1,3,0
2004-03-30 14:00:00,2.2,245.0,10.4,138.0,97.0,20.9,21.7,0.5295,14,1,3,0
2004-03-30 15:00:00,1.9,178.0,8.0,118.0,91.0,19.1,26.5,0.579,15,1,3,0
2004-03-30 16:00:00,1.6,130.0,6.2,99.0,81.0,18.1,30.6,0.6295,16,1,3,0
2004-03-30 17:00:00,2.1,151.0,9.7,112.0,99.0,17.3,34.7,0.6788,17,1,3,0
2004-03-30 18:00:00,2.2,272.0,9.6,117.0,101.0,15.8,40.4,0.7228,18,1,3,0
2004-03-30 19:00:00,2.7,301.0,11.9,129.0,106.0,15.9,42.0,0.7541,19,1,3,0
2004-03-30 20:00:00,2.4,237.0,8.7,132.0,102.0,15.9,43.5,0.779,20,1,3,0
2004-03-30 21:00:00,1.3,95.0,4.7,73.0,84.0,15.0,46.1,0.7833,21,1,3,0
2004-03-30 22:00:00,1.2,68.0,3.8,68.0,81.0,15.1,44.6,0.7574,22,1,3,0
2004-03-30 23:00:00,1.5,101.0,4.7,80.0,91.0,14.9,43.5,0.7302,23,1,3,0
2004-03-31 00:00:00,1.3,81.0,3.8,68.0,82.0,14.8,41.0,0.685,0,2,3,0
2004-03-31 01:00:00,1.0,50.0,2.7,44.0,64.0,14.8,40.8,0.6814,1,2,3,0
2004-03-31 02:00:00,0.9,66.0,2.8,47.0,70.0,14.8,40.8,0.6834,2,2,3,0
2004-03-31 03:00:00,0.5,22.0,1.0,31.0,48.0,14.2,36.1,0.5823,3,2,3,0
2004-03-31 04:00:00,0.5,18.0,0.8,15.0,26.0,14.5,36.1,0.5928,4,2,3,0
2004-03-31 05:00:00,0.6,31.0,1.5,44.0,58.0,14.6,36.0,0.5947,5,2,3,0
2004-03-31 06:00:00,1.0,57.0,3.5,85.0,93.0,14.4,38.5,0.6291,6,2,3,0
2004-03-31 07:00:00,3.1,342.0,15.6,207.0,110.0,13.8,58.2,0.9129,7,2,3,0
2004-03-31 08:00:00,4.1,644.0,19.9,230.0,115.0,13.2,61.1,0.9256,8,2,3,0
2004-03-31 09:00:00,2.2,216.0,8.6,181.0,125.0,10.4,74.4,0.9384,9,2,3,0
2004-03-31 10:00:00,1.7,117.0,6.5,144.0,118.0,11.5,71.0,0.9582,10,2,3,0
2004-03-31 11:00:00,1.9,156.0,7.7,140.0,109.0,12.2,70.0,0.9924,11,2,3,0
2004-03-31 12:00:00,2.9,332.0,11.3,204.0,123.0,12.3,73.3,1.0442,12,2,3,0
2004-03-31 13:00:00,2.2,232.0,9.1,149.0,114.0,11.3,78.1,1.0411,13,2,3,0
2004-03-31 14:00:00,2.6,295.0,11.2,171.0,114.0,13.6,69.2,1.0746,14,2,3,0
2004-03-31 15:00:00,3.1,386.0,13.5,195.0,119.0,14.9,59.3,0.9974,15,2,3,0
2004-03-31 16:00:00,2.3,278.0,10.1,152.0,111.0,15.7,50.9,0.8997,16,2,3,0
2004-03-31 17:00:00,2.4,263.0,11.3,128.0,103.0,15.2,52.9,0.9087,17,2,3,0
2004-03-31 18:00:00,2.8,322.0,11.8,121.0,103.0,15.5,50.8,0.8881,18,2,3,0
2004-03-31 19:00:00,2.7,226.0,11.5,142.0,107.0,14.3,52.9,0.8581,19,2,3,0
2004-03-31 20:00:00,2.3,221.0,9.3,131.0,105.0,13.2,56.0,0.8446,20,2,3,0
